Filtered file using ActigraphAuswertung V3.0
Date;Time;Activity
9/17/2009 12:00:00 AM;10:20:00;1113
9/17/2009 12:00:00 AM;10:21:00;1354
9/17/2009 12:00:00 AM;10:22:00;248
9/17/2009 12:00:00 AM;10:23:00;514
9/17/2009 12:00:00 AM;10:24:00;212
9/17/2009 12:00:00 AM;10:25:00;283
9/17/2009 12:00:00 AM;10:26:00;870
9/17/2009 12:00:00 AM;10:27:00;0
9/17/2009 12:00:00 AM;10:28:00;0
9/17/2009 12:00:00 AM;10:29:00;722
9/17/2009 12:00:00 AM;10:30:00;165
9/17/2009 12:00:00 AM;10:31:00;498
9/17/2009 12:00:00 AM;10:32:00;1357
9/17/2009 12:00:00 AM;10:33:00;2178
9/17/2009 12:00:00 AM;10:34:00;1472
9/17/2009 12:00:00 AM;10:35:00;514
9/17/2009 12:00:00 AM;10:36:00;669
9/17/2009 12:00:00 AM;10:37:00;770
9/17/2009 12:00:00 AM;10:38:00;170
9/17/2009 12:00:00 AM;10:39:00;245
9/17/2009 12:00:00 AM;10:40:00;1229
9/17/2009 12:00:00 AM;10:41:00;4344
9/17/2009 12:00:00 AM;10:42:00;3321
9/17/2009 12:00:00 AM;10:43:00;467
9/17/2009 12:00:00 AM;10:44:00;536
9/17/2009 12:00:00 AM;10:45:00;171
9/17/2009 12:00:00 AM;10:46:00;187
9/17/2009 12:00:00 AM;10:47:00;90
9/17/2009 12:00:00 AM;10:48:00;89
9/17/2009 12:00:00 AM;10:49:00;144
9/17/2009 12:00:00 AM;10:50:00;2474
9/17/2009 12:00:00 AM;10:51:00;1386
9/17/2009 12:00:00 AM;10:52:00;1676
9/17/2009 12:00:00 AM;10:53:00;101
9/17/2009 12:00:00 AM;10:54:00;219
9/17/2009 12:00:00 AM;10:55:00;334
9/17/2009 12:00:00 AM;10:56:00;484
9/17/2009 12:00:00 AM;10:57:00;400
9/17/2009 12:00:00 AM;10:58:00;202
9/17/2009 12:00:00 AM;10:59:00;40
9/17/2009 12:00:00 AM;11:00:00;1100
9/17/2009 12:00:00 AM;11:01:00;931
9/17/2009 12:00:00 AM;11:02:00;700
9/17/2009 12:00:00 AM;11:03:00;497
9/17/2009 12:00:00 AM;11:04:00;168
9/17/2009 12:00:00 AM;11:05:00;0
9/17/2009 12:00:00 AM;11:06:00;1058
9/17/2009 12:00:00 AM;11:07:00;339
9/17/2009 12:00:00 AM;11:08:00;0
9/17/2009 12:00:00 AM;11:09:00;0
9/17/2009 12:00:00 AM;11:10:00;1077
9/17/2009 12:00:00 AM;11:11:00;2571
9/17/2009 12:00:00 AM;11:12:00;582
9/17/2009 12:00:00 AM;11:13:00;27
9/17/2009 12:00:00 AM;11:14:00;1865
9/17/2009 12:00:00 AM;11:15:00;676
9/17/2009 12:00:00 AM;11:16:00;259
9/17/2009 12:00:00 AM;11:17:00;393
9/17/2009 12:00:00 AM;11:18:00;561
9/17/2009 12:00:00 AM;11:19:00;433
9/17/2009 12:00:00 AM;11:20:00;0
9/17/2009 12:00:00 AM;11:21:00;376
9/17/2009 12:00:00 AM;11:22:00;573
9/17/2009 12:00:00 AM;11:23:00;2569
9/17/2009 12:00:00 AM;11:24:00;2892
9/17/2009 12:00:00 AM;11:25:00;2996
9/17/2009 12:00:00 AM;11:26:00;2360
9/17/2009 12:00:00 AM;11:27:00;657
9/17/2009 12:00:00 AM;11:28:00;311
9/17/2009 12:00:00 AM;11:29:00;654
9/17/2009 12:00:00 AM;11:30:00;487
9/17/2009 12:00:00 AM;11:31:00;414
9/17/2009 12:00:00 AM;11:32:00;339
9/17/2009 12:00:00 AM;11:33:00;0
9/17/2009 12:00:00 AM;11:34:00;0
9/17/2009 12:00:00 AM;11:35:00;0
9/17/2009 12:00:00 AM;11:36:00;3139
9/17/2009 12:00:00 AM;11:37:00;2314
9/17/2009 12:00:00 AM;11:38:00;1161
9/17/2009 12:00:00 AM;11:39:00;1695
9/17/2009 12:00:00 AM;11:40:00;916
9/17/2009 12:00:00 AM;11:41:00;2370
9/17/2009 12:00:00 AM;11:42:00;2565
9/17/2009 12:00:00 AM;11:43:00;1277
9/17/2009 12:00:00 AM;11:44:00;1177
9/17/2009 12:00:00 AM;11:45:00;23
9/17/2009 12:00:00 AM;11:46:00;663
9/17/2009 12:00:00 AM;11:47:00;1604
9/17/2009 12:00:00 AM;11:48:00;99
9/17/2009 12:00:00 AM;11:49:00;1398
9/17/2009 12:00:00 AM;11:50:00;756
9/17/2009 12:00:00 AM;11:51:00;634
9/17/2009 12:00:00 AM;11:52:00;1786
9/17/2009 12:00:00 AM;11:53:00;1839
9/17/2009 12:00:00 AM;11:54:00;2155
9/17/2009 12:00:00 AM;11:55:00;3338
9/17/2009 12:00:00 AM;11:56:00;1540
9/17/2009 12:00:00 AM;11:57:00;431
9/17/2009 12:00:00 AM;11:58:00;1550
9/17/2009 12:00:00 AM;11:59:00;607
9/17/2009 12:00:00 AM;12:00:00;894
9/17/2009 12:00:00 AM;12:01:00;782
9/17/2009 12:00:00 AM;12:02:00;543
9/17/2009 12:00:00 AM;12:03:00;405
9/17/2009 12:00:00 AM;12:04:00;468
9/17/2009 12:00:00 AM;12:05:00;139
9/17/2009 12:00:00 AM;12:06:00;280
9/17/2009 12:00:00 AM;12:07:00;858
9/17/2009 12:00:00 AM;12:08:00;441
9/17/2009 12:00:00 AM;12:09:00;430
9/17/2009 12:00:00 AM;12:10:00;259
9/17/2009 12:00:00 AM;12:11:00;132
9/17/2009 12:00:00 AM;12:12:00;390
9/17/2009 12:00:00 AM;12:13:00;781
9/17/2009 12:00:00 AM;12:14:00;637
9/17/2009 12:00:00 AM;12:15:00;1019
9/17/2009 12:00:00 AM;12:16:00;189
9/17/2009 12:00:00 AM;12:17:00;1521
9/17/2009 12:00:00 AM;12:18:00;914
9/17/2009 12:00:00 AM;12:19:00;2807
9/17/2009 12:00:00 AM;12:20:00;1745
9/17/2009 12:00:00 AM;12:21:00;1469
9/17/2009 12:00:00 AM;12:22:00;1373
9/17/2009 12:00:00 AM;12:23:00;1720
9/17/2009 12:00:00 AM;12:24:00;3274
9/17/2009 12:00:00 AM;12:25:00;302
9/17/2009 12:00:00 AM;12:26:00;2717
9/17/2009 12:00:00 AM;12:27:00;3148
9/17/2009 12:00:00 AM;12:28:00;1597
9/17/2009 12:00:00 AM;12:29:00;713
9/17/2009 12:00:00 AM;12:30:00;340
9/17/2009 12:00:00 AM;12:31:00;6
9/17/2009 12:00:00 AM;12:32:00;0
9/17/2009 12:00:00 AM;12:33:00;0
9/17/2009 12:00:00 AM;12:34:00;107
9/17/2009 12:00:00 AM;12:35:00;0
9/17/2009 12:00:00 AM;12:36:00;0
9/17/2009 12:00:00 AM;12:37:00;99
9/17/2009 12:00:00 AM;12:38:00;0
9/17/2009 12:00:00 AM;12:39:00;0
9/17/2009 12:00:00 AM;12:40:00;137
9/17/2009 12:00:00 AM;12:41:00;0
9/17/2009 12:00:00 AM;12:42:00;2190
9/17/2009 12:00:00 AM;12:43:00;0
9/17/2009 12:00:00 AM;12:44:00;1308
9/17/2009 12:00:00 AM;12:45:00;1510
9/17/2009 12:00:00 AM;12:46:00;0
9/17/2009 12:00:00 AM;12:47:00;0
9/17/2009 12:00:00 AM;12:48:00;0
9/17/2009 12:00:00 AM;12:49:00;0
9/17/2009 12:00:00 AM;12:50:00;0
9/17/2009 12:00:00 AM;12:51:00;0
9/17/2009 12:00:00 AM;12:52:00;0
9/17/2009 12:00:00 AM;12:53:00;0
9/17/2009 12:00:00 AM;12:54:00;0
9/17/2009 12:00:00 AM;12:55:00;0
9/17/2009 12:00:00 AM;12:56:00;0
9/17/2009 12:00:00 AM;12:57:00;0
9/17/2009 12:00:00 AM;12:58:00;0
9/17/2009 12:00:00 AM;12:59:00;0
9/17/2009 12:00:00 AM;13:00:00;0
9/17/2009 12:00:00 AM;13:01:00;0
9/17/2009 12:00:00 AM;13:02:00;0
9/17/2009 12:00:00 AM;13:03:00;169
9/17/2009 12:00:00 AM;13:04:00;0
9/17/2009 12:00:00 AM;13:05:00;0
9/17/2009 12:00:00 AM;13:06:00;0
9/17/2009 12:00:00 AM;13:07:00;0
9/17/2009 12:00:00 AM;13:08:00;0
9/17/2009 12:00:00 AM;13:09:00;0
9/17/2009 12:00:00 AM;13:10:00;0
9/17/2009 12:00:00 AM;13:11:00;0
9/17/2009 12:00:00 AM;13:12:00;29
9/17/2009 12:00:00 AM;13:13:00;1268
9/17/2009 12:00:00 AM;13:14:00;0
9/17/2009 12:00:00 AM;13:15:00;0
9/17/2009 12:00:00 AM;13:16:00;0
9/17/2009 12:00:00 AM;13:17:00;0
9/17/2009 12:00:00 AM;13:18:00;0
9/17/2009 12:00:00 AM;13:19:00;0
9/17/2009 12:00:00 AM;13:20:00;0
9/17/2009 12:00:00 AM;13:21:00;779
9/17/2009 12:00:00 AM;13:22:00;34
9/17/2009 12:00:00 AM;13:23:00;0
9/17/2009 12:00:00 AM;13:24:00;0
9/17/2009 12:00:00 AM;13:25:00;0
9/17/2009 12:00:00 AM;13:26:00;0
9/17/2009 12:00:00 AM;13:27:00;0
9/17/2009 12:00:00 AM;13:28:00;0
9/17/2009 12:00:00 AM;13:29:00;0
9/17/2009 12:00:00 AM;13:30:00;0
9/17/2009 12:00:00 AM;13:31:00;0
9/17/2009 12:00:00 AM;13:32:00;0
9/17/2009 12:00:00 AM;13:33:00;0
9/17/2009 12:00:00 AM;13:34:00;0
9/17/2009 12:00:00 AM;13:35:00;0
9/17/2009 12:00:00 AM;13:36:00;0
9/17/2009 12:00:00 AM;13:37:00;0
9/17/2009 12:00:00 AM;13:38:00;0
9/17/2009 12:00:00 AM;13:39:00;0
9/17/2009 12:00:00 AM;13:40:00;0
9/17/2009 12:00:00 AM;13:41:00;0
9/17/2009 12:00:00 AM;13:42:00;0
9/17/2009 12:00:00 AM;13:43:00;0
9/17/2009 12:00:00 AM;13:44:00;0
9/17/2009 12:00:00 AM;13:45:00;0
9/17/2009 12:00:00 AM;13:46:00;0
9/17/2009 12:00:00 AM;13:47:00;0
9/17/2009 12:00:00 AM;13:48:00;0
9/17/2009 12:00:00 AM;13:49:00;0
9/17/2009 12:00:00 AM;13:50:00;0
9/17/2009 12:00:00 AM;13:51:00;0
9/17/2009 12:00:00 AM;13:52:00;0
9/17/2009 12:00:00 AM;13:53:00;0
9/17/2009 12:00:00 AM;13:54:00;0
9/17/2009 12:00:00 AM;13:55:00;0
9/17/2009 12:00:00 AM;13:56:00;0
9/17/2009 12:00:00 AM;13:57:00;0
9/17/2009 12:00:00 AM;13:58:00;0
9/17/2009 12:00:00 AM;13:59:00;0
9/17/2009 12:00:00 AM;14:00:00;0
9/17/2009 12:00:00 AM;14:01:00;0
9/17/2009 12:00:00 AM;14:02:00;0
9/17/2009 12:00:00 AM;14:03:00;0
9/17/2009 12:00:00 AM;14:04:00;0
9/17/2009 12:00:00 AM;14:05:00;0
9/17/2009 12:00:00 AM;14:06:00;0
9/17/2009 12:00:00 AM;14:07:00;0
9/17/2009 12:00:00 AM;14:08:00;0
9/17/2009 12:00:00 AM;14:09:00;0
9/17/2009 12:00:00 AM;14:10:00;0
9/17/2009 12:00:00 AM;14:11:00;0
9/17/2009 12:00:00 AM;14:12:00;0
9/17/2009 12:00:00 AM;14:13:00;0
9/17/2009 12:00:00 AM;14:14:00;0
9/17/2009 12:00:00 AM;14:15:00;0
9/17/2009 12:00:00 AM;14:16:00;0
9/17/2009 12:00:00 AM;14:17:00;0
9/17/2009 12:00:00 AM;14:18:00;0
9/17/2009 12:00:00 AM;14:19:00;0
9/17/2009 12:00:00 AM;14:20:00;0
9/17/2009 12:00:00 AM;14:21:00;603
9/17/2009 12:00:00 AM;14:22:00;0
9/17/2009 12:00:00 AM;14:23:00;0
9/17/2009 12:00:00 AM;14:24:00;467
9/17/2009 12:00:00 AM;14:25:00;0
9/17/2009 12:00:00 AM;14:26:00;115
9/17/2009 12:00:00 AM;14:27:00;0
9/17/2009 12:00:00 AM;14:28:00;0
9/17/2009 12:00:00 AM;14:29:00;0
9/17/2009 12:00:00 AM;14:30:00;0
9/17/2009 12:00:00 AM;14:31:00;0
9/17/2009 12:00:00 AM;14:32:00;0
9/17/2009 12:00:00 AM;14:33:00;0
9/17/2009 12:00:00 AM;14:34:00;0
9/17/2009 12:00:00 AM;14:35:00;676
9/17/2009 12:00:00 AM;14:36:00;0
9/17/2009 12:00:00 AM;14:37:00;287
9/17/2009 12:00:00 AM;14:38:00;0
9/17/2009 12:00:00 AM;14:39:00;0
9/17/2009 12:00:00 AM;14:40:00;0
9/17/2009 12:00:00 AM;14:41:00;0
9/17/2009 12:00:00 AM;14:42:00;0
9/17/2009 12:00:00 AM;14:43:00;0
9/17/2009 12:00:00 AM;14:44:00;0
9/17/2009 12:00:00 AM;14:45:00;0
9/17/2009 12:00:00 AM;14:46:00;0
9/17/2009 12:00:00 AM;14:47:00;0
9/17/2009 12:00:00 AM;14:48:00;0
9/17/2009 12:00:00 AM;14:49:00;0
9/17/2009 12:00:00 AM;14:50:00;0
9/17/2009 12:00:00 AM;14:51:00;0
9/17/2009 12:00:00 AM;14:52:00;0
9/17/2009 12:00:00 AM;14:53:00;0
9/17/2009 12:00:00 AM;14:54:00;0
9/17/2009 12:00:00 AM;14:55:00;0
9/17/2009 12:00:00 AM;14:56:00;0
9/17/2009 12:00:00 AM;14:57:00;0
9/17/2009 12:00:00 AM;14:58:00;0
9/17/2009 12:00:00 AM;14:59:00;0
9/17/2009 12:00:00 AM;15:00:00;784
9/17/2009 12:00:00 AM;15:01:00;1449
9/17/2009 12:00:00 AM;15:02:00;3525
9/17/2009 12:00:00 AM;15:03:00;1267
9/17/2009 12:00:00 AM;15:04:00;365
9/17/2009 12:00:00 AM;15:05:00;92
9/17/2009 12:00:00 AM;15:06:00;104
9/17/2009 12:00:00 AM;15:07:00;596
9/17/2009 12:00:00 AM;15:08:00;403
9/17/2009 12:00:00 AM;15:09:00;205
9/17/2009 12:00:00 AM;15:10:00;92
9/17/2009 12:00:00 AM;15:11:00;94
9/17/2009 12:00:00 AM;15:12:00;211
9/17/2009 12:00:00 AM;15:13:00;2729
9/17/2009 12:00:00 AM;15:14:00;494
9/17/2009 12:00:00 AM;15:15:00;0
9/17/2009 12:00:00 AM;15:16:00;0
9/17/2009 12:00:00 AM;15:17:00;3
9/17/2009 12:00:00 AM;15:18:00;134
9/17/2009 12:00:00 AM;15:19:00;115
9/17/2009 12:00:00 AM;15:20:00;0
9/17/2009 12:00:00 AM;15:21:00;682
9/17/2009 12:00:00 AM;15:22:00;89
9/17/2009 12:00:00 AM;15:23:00;0
9/17/2009 12:00:00 AM;15:24:00;0
9/17/2009 12:00:00 AM;15:25:00;0
9/17/2009 12:00:00 AM;15:26:00;0
9/17/2009 12:00:00 AM;15:27:00;0
9/17/2009 12:00:00 AM;15:28:00;79
9/17/2009 12:00:00 AM;15:29:00;0
9/17/2009 12:00:00 AM;15:30:00;329
9/17/2009 12:00:00 AM;15:31:00;196
9/17/2009 12:00:00 AM;15:32:00;0
9/17/2009 12:00:00 AM;15:33:00;274
9/17/2009 12:00:00 AM;15:34:00;0
9/17/2009 12:00:00 AM;15:35:00;0
9/17/2009 12:00:00 AM;15:36:00;0
9/17/2009 12:00:00 AM;15:37:00;1962
9/17/2009 12:00:00 AM;15:38:00;2235
9/17/2009 12:00:00 AM;15:39:00;1565
9/17/2009 12:00:00 AM;15:40:00;1400
9/17/2009 12:00:00 AM;15:41:00;3843
9/17/2009 12:00:00 AM;15:42:00;765
9/17/2009 12:00:00 AM;15:43:00;1865
9/17/2009 12:00:00 AM;15:44:00;0
9/17/2009 12:00:00 AM;15:45:00;593
9/17/2009 12:00:00 AM;15:46:00;266
9/17/2009 12:00:00 AM;15:47:00;996
9/17/2009 12:00:00 AM;15:48:00;246
9/17/2009 12:00:00 AM;15:49:00;193
9/17/2009 12:00:00 AM;15:50:00;1016
9/17/2009 12:00:00 AM;15:51:00;128
9/17/2009 12:00:00 AM;15:52:00;269
9/17/2009 12:00:00 AM;15:53:00;174
9/17/2009 12:00:00 AM;15:54:00;771
9/17/2009 12:00:00 AM;15:55:00;51
9/17/2009 12:00:00 AM;15:56:00;0
9/17/2009 12:00:00 AM;15:57:00;248
9/17/2009 12:00:00 AM;15:58:00;120
9/17/2009 12:00:00 AM;15:59:00;940
9/17/2009 12:00:00 AM;16:00:00;2844
9/17/2009 12:00:00 AM;16:01:00;547
9/17/2009 12:00:00 AM;16:02:00;481
9/17/2009 12:00:00 AM;16:03:00;1668
9/17/2009 12:00:00 AM;16:04:00;3404
9/17/2009 12:00:00 AM;16:05:00;1760
9/17/2009 12:00:00 AM;16:06:00;1550
9/17/2009 12:00:00 AM;16:07:00;28
9/17/2009 12:00:00 AM;16:08:00;73
9/17/2009 12:00:00 AM;16:09:00;8
9/17/2009 12:00:00 AM;16:10:00;141
9/17/2009 12:00:00 AM;16:11:00;284
9/17/2009 12:00:00 AM;16:12:00;10
9/17/2009 12:00:00 AM;16:13:00;152
9/17/2009 12:00:00 AM;16:14:00;81
9/17/2009 12:00:00 AM;16:15:00;0
9/17/2009 12:00:00 AM;16:16:00;325
9/17/2009 12:00:00 AM;16:17:00;0
9/17/2009 12:00:00 AM;16:18:00;128
9/17/2009 12:00:00 AM;16:19:00;0
9/17/2009 12:00:00 AM;16:20:00;132
9/17/2009 12:00:00 AM;16:21:00;231
9/17/2009 12:00:00 AM;16:22:00;200
9/17/2009 12:00:00 AM;16:23:00;1445
9/17/2009 12:00:00 AM;16:24:00;913
9/17/2009 12:00:00 AM;16:25:00;1843
9/17/2009 12:00:00 AM;16:26:00;15
9/17/2009 12:00:00 AM;16:27:00;190
9/17/2009 12:00:00 AM;16:28:00;218
9/17/2009 12:00:00 AM;16:29:00;157
9/17/2009 12:00:00 AM;16:30:00;0
9/17/2009 12:00:00 AM;16:31:00;118
9/17/2009 12:00:00 AM;16:32:00;0
9/17/2009 12:00:00 AM;16:33:00;0
9/17/2009 12:00:00 AM;16:34:00;0
9/17/2009 12:00:00 AM;16:35:00;120
9/17/2009 12:00:00 AM;16:36:00;0
9/17/2009 12:00:00 AM;16:37:00;0
9/17/2009 12:00:00 AM;16:38:00;0
9/17/2009 12:00:00 AM;16:39:00;63
9/17/2009 12:00:00 AM;16:40:00;0
9/17/2009 12:00:00 AM;16:41:00;2090
9/17/2009 12:00:00 AM;16:42:00;2229
9/17/2009 12:00:00 AM;16:43:00;1055
9/17/2009 12:00:00 AM;16:44:00;810
9/17/2009 12:00:00 AM;16:45:00;1002
9/17/2009 12:00:00 AM;16:46:00;0
9/17/2009 12:00:00 AM;16:47:00;133
9/17/2009 12:00:00 AM;16:48:00;587
9/17/2009 12:00:00 AM;16:49:00;16
9/17/2009 12:00:00 AM;16:50:00;920
9/17/2009 12:00:00 AM;16:51:00;570
9/17/2009 12:00:00 AM;16:52:00;168
9/17/2009 12:00:00 AM;16:53:00;180
9/17/2009 12:00:00 AM;16:54:00;0
9/17/2009 12:00:00 AM;16:55:00;0
9/17/2009 12:00:00 AM;16:56:00;259
9/17/2009 12:00:00 AM;16:57:00;341
9/17/2009 12:00:00 AM;16:58:00;544
9/17/2009 12:00:00 AM;16:59:00;278
9/17/2009 12:00:00 AM;17:00:00;937
9/17/2009 12:00:00 AM;17:01:00;2702
9/17/2009 12:00:00 AM;17:02:00;1608
9/17/2009 12:00:00 AM;17:03:00;520
9/17/2009 12:00:00 AM;17:04:00;45
9/17/2009 12:00:00 AM;17:05:00;200
9/17/2009 12:00:00 AM;17:06:00;203
9/17/2009 12:00:00 AM;17:07:00;232
9/17/2009 12:00:00 AM;17:08:00;1038
9/17/2009 12:00:00 AM;17:09:00;44
9/17/2009 12:00:00 AM;17:10:00;163
9/17/2009 12:00:00 AM;17:11:00;11
9/17/2009 12:00:00 AM;17:12:00;187
9/17/2009 12:00:00 AM;17:13:00;1772
9/17/2009 12:00:00 AM;17:14:00;24
9/17/2009 12:00:00 AM;17:15:00;793
9/17/2009 12:00:00 AM;17:16:00;0
9/17/2009 12:00:00 AM;17:17:00;0
9/17/2009 12:00:00 AM;17:18:00;140
9/17/2009 12:00:00 AM;17:19:00;265
9/17/2009 12:00:00 AM;17:20:00;42
9/17/2009 12:00:00 AM;17:21:00;0
9/17/2009 12:00:00 AM;17:22:00;62
9/17/2009 12:00:00 AM;17:23:00;136
9/17/2009 12:00:00 AM;17:24:00;173
9/17/2009 12:00:00 AM;17:25:00;17
9/17/2009 12:00:00 AM;17:26:00;0
9/17/2009 12:00:00 AM;17:27:00;148
9/17/2009 12:00:00 AM;17:28:00;2515
9/17/2009 12:00:00 AM;17:29:00;0
9/17/2009 12:00:00 AM;17:30:00;578
9/17/2009 12:00:00 AM;17:31:00;2009
9/17/2009 12:00:00 AM;17:32:00;2568
9/17/2009 12:00:00 AM;17:33:00;624
9/17/2009 12:00:00 AM;17:34:00;25
9/17/2009 12:00:00 AM;17:35:00;47
9/17/2009 12:00:00 AM;17:36:00;240
9/17/2009 12:00:00 AM;17:37:00;222
9/17/2009 12:00:00 AM;17:38:00;227
9/17/2009 12:00:00 AM;17:39:00;184
9/17/2009 12:00:00 AM;17:40:00;19
9/17/2009 12:00:00 AM;17:41:00;133
9/17/2009 12:00:00 AM;17:42:00;0
9/17/2009 12:00:00 AM;17:43:00;183
9/17/2009 12:00:00 AM;17:44:00;318
9/17/2009 12:00:00 AM;17:45:00;202
9/17/2009 12:00:00 AM;17:46:00;171
9/17/2009 12:00:00 AM;17:47:00;59
9/17/2009 12:00:00 AM;17:48:00;194
9/17/2009 12:00:00 AM;17:49:00;146
9/17/2009 12:00:00 AM;17:50:00;196
9/17/2009 12:00:00 AM;17:51:00;72
9/17/2009 12:00:00 AM;17:52:00;1110
9/17/2009 12:00:00 AM;17:53:00;697
9/17/2009 12:00:00 AM;17:54:00;2560
9/17/2009 12:00:00 AM;17:55:00;1505
9/17/2009 12:00:00 AM;17:56:00;1208
9/17/2009 12:00:00 AM;17:57:00;1680
9/17/2009 12:00:00 AM;17:58:00;1570
9/17/2009 12:00:00 AM;17:59:00;1850
9/17/2009 12:00:00 AM;18:00:00;666
9/17/2009 12:00:00 AM;18:01:00;555
9/17/2009 12:00:00 AM;18:02:00;1733
9/17/2009 12:00:00 AM;18:03:00;1349
9/17/2009 12:00:00 AM;18:04:00;1416
9/17/2009 12:00:00 AM;18:05:00;1002
9/17/2009 12:00:00 AM;18:06:00;928
9/17/2009 12:00:00 AM;18:07:00;754
9/17/2009 12:00:00 AM;18:08:00;723
9/17/2009 12:00:00 AM;18:09:00;199
9/17/2009 12:00:00 AM;18:10:00;353
9/17/2009 12:00:00 AM;18:11:00;75
9/17/2009 12:00:00 AM;18:12:00;1015
9/17/2009 12:00:00 AM;18:13:00;1838
9/17/2009 12:00:00 AM;18:14:00;2688
9/17/2009 12:00:00 AM;18:15:00;401
9/17/2009 12:00:00 AM;18:16:00;1096
9/17/2009 12:00:00 AM;18:17:00;2809
9/17/2009 12:00:00 AM;18:18:00;452
9/17/2009 12:00:00 AM;18:19:00;2588
9/17/2009 12:00:00 AM;18:20:00;1594
9/17/2009 12:00:00 AM;18:21:00;1343
9/17/2009 12:00:00 AM;18:22:00;524
9/17/2009 12:00:00 AM;18:23:00;692
9/17/2009 12:00:00 AM;18:24:00;1209
9/17/2009 12:00:00 AM;18:25:00;194
9/17/2009 12:00:00 AM;18:26:00;197
9/17/2009 12:00:00 AM;18:27:00;0
9/17/2009 12:00:00 AM;18:28:00;15
9/17/2009 12:00:00 AM;18:29:00;167
9/17/2009 12:00:00 AM;18:30:00;0
9/17/2009 12:00:00 AM;18:31:00;23
9/17/2009 12:00:00 AM;18:32:00;202
9/17/2009 12:00:00 AM;18:33:00;263
9/17/2009 12:00:00 AM;18:34:00;16
9/17/2009 12:00:00 AM;18:35:00;335
9/17/2009 12:00:00 AM;18:36:00;186
9/17/2009 12:00:00 AM;18:37:00;118
9/17/2009 12:00:00 AM;18:38:00;0
9/17/2009 12:00:00 AM;18:39:00;1492
9/17/2009 12:00:00 AM;18:40:00;908
9/17/2009 12:00:00 AM;18:41:00;13
9/17/2009 12:00:00 AM;18:42:00;9
9/17/2009 12:00:00 AM;18:43:00;70
9/17/2009 12:00:00 AM;18:44:00;0
9/17/2009 12:00:00 AM;18:45:00;2650
9/17/2009 12:00:00 AM;18:46:00;228
9/17/2009 12:00:00 AM;18:47:00;1944
9/17/2009 12:00:00 AM;18:48:00;2788
9/17/2009 12:00:00 AM;18:49:00;1256
9/17/2009 12:00:00 AM;18:50:00;89
9/17/2009 12:00:00 AM;18:51:00;0
9/17/2009 12:00:00 AM;18:52:00;1089
9/17/2009 12:00:00 AM;18:53:00;14
9/17/2009 12:00:00 AM;18:54:00;13
9/17/2009 12:00:00 AM;18:55:00;325
9/17/2009 12:00:00 AM;18:56:00;28
9/17/2009 12:00:00 AM;18:57:00;520
9/17/2009 12:00:00 AM;18:58:00;204
9/17/2009 12:00:00 AM;18:59:00;57
9/17/2009 12:00:00 AM;19:00:00;0
9/17/2009 12:00:00 AM;19:01:00;255
9/17/2009 12:00:00 AM;19:02:00;241
9/17/2009 12:00:00 AM;19:03:00;342
9/17/2009 12:00:00 AM;19:04:00;33
9/17/2009 12:00:00 AM;19:05:00;18
9/17/2009 12:00:00 AM;19:06:00;714
9/17/2009 12:00:00 AM;19:07:00;815
9/17/2009 12:00:00 AM;19:08:00;112
9/17/2009 12:00:00 AM;19:09:00;323
9/17/2009 12:00:00 AM;19:10:00;60
9/17/2009 12:00:00 AM;19:11:00;72
9/17/2009 12:00:00 AM;19:12:00;824
9/17/2009 12:00:00 AM;19:13:00;649
9/17/2009 12:00:00 AM;19:14:00;1144
9/17/2009 12:00:00 AM;19:15:00;59
9/17/2009 12:00:00 AM;19:16:00;71
9/17/2009 12:00:00 AM;19:17:00;1752
9/17/2009 12:00:00 AM;19:18:00;1048
9/17/2009 12:00:00 AM;19:19:00;28
9/17/2009 12:00:00 AM;19:20:00;0
9/17/2009 12:00:00 AM;19:21:00;473
9/17/2009 12:00:00 AM;19:22:00;151
9/17/2009 12:00:00 AM;19:23:00;12
9/17/2009 12:00:00 AM;19:24:00;0
9/17/2009 12:00:00 AM;19:25:00;198
9/17/2009 12:00:00 AM;19:26:00;0
9/17/2009 12:00:00 AM;19:27:00;3
9/17/2009 12:00:00 AM;19:28:00;455
9/17/2009 12:00:00 AM;19:29:00;304
9/17/2009 12:00:00 AM;19:30:00;411
9/17/2009 12:00:00 AM;19:31:00;212
9/17/2009 12:00:00 AM;19:32:00;4
9/17/2009 12:00:00 AM;19:33:00;426
9/17/2009 12:00:00 AM;19:34:00;343
9/17/2009 12:00:00 AM;19:35:00;2414
9/17/2009 12:00:00 AM;19:36:00;160
9/17/2009 12:00:00 AM;19:37:00;1119
9/17/2009 12:00:00 AM;19:38:00;1951
9/17/2009 12:00:00 AM;19:39:00;190
9/17/2009 12:00:00 AM;19:40:00;308
9/17/2009 12:00:00 AM;19:41:00;11
9/17/2009 12:00:00 AM;19:42:00;31
9/17/2009 12:00:00 AM;19:43:00;217
9/17/2009 12:00:00 AM;19:44:00;1077
9/17/2009 12:00:00 AM;19:45:00;879
9/17/2009 12:00:00 AM;19:46:00;636
9/17/2009 12:00:00 AM;19:47:00;335
9/17/2009 12:00:00 AM;19:48:00;13
9/17/2009 12:00:00 AM;19:49:00;67
9/17/2009 12:00:00 AM;19:50:00;349
9/17/2009 12:00:00 AM;19:51:00;2913
9/17/2009 12:00:00 AM;19:52:00;2626
9/17/2009 12:00:00 AM;19:53:00;0
9/17/2009 12:00:00 AM;19:54:00;956
9/17/2009 12:00:00 AM;19:55:00;1309
9/17/2009 12:00:00 AM;19:56:00;37
